bike_station_name,poi_name,distance,latitude,longitude
Chilco & Barclay,Menya Itto,814,49.288683,-123.130623
Chilco & Barclay,Stanley Park Harbourfront Seawall,935,49.29722,-123.130866
Chilco & Barclay,H Tasting Lounge,872,49.29228,-123.128821
Chilco & Barclay,Cardero's Restaurant & Marine Pub,944,49.291554,-123.127461
Chilco & Barclay,Variety Kids Water Park in Stanley Park,933,49.297761,-123.13148
Chilco & Barclay,Ramen Danbo - Robson,983,49.287499,-123.12898
Chilco & Barclay,Miko Sushi Japanese Restaurant,981,49.287422,-123.128893
Chilco & Barclay,Forage,988,49.286995,-123.129181
St George & Broadway,Kim's Mart,51,49.262642,-123.092549
St George & Broadway,Dude Chilling Park,312,49.263472,-123.096107
St George & Broadway,Sushiyama,304,49.262968,-123.0972
St George & Broadway,AJ's Brooklyn Pizza Joint,378,49.262989,-123.098175
St George & Broadway,Hime Japanese Restaurant,418,49.262963,-123.09874
St George & Broadway,La Petite Cuillere,504,49.263551,-123.099764
St George & Broadway,Nemesis Coffee,531,49.267091,-123.092602
St George & Broadway,Robson Park,472,49.258125,-123.092003
St George & Broadway,Main Street Brewing Co,523,49.264745,-123.099216
St George & Broadway,Pulpfiction Books,565,49.263494,-123.100651
St George & Broadway,Osteria Savio Volpe,566,49.257425,-123.09097
St George & Broadway,The Gluten Free Epicurean,586,49.257337,-123.090395
St George & Broadway,Los Cuervos Taqueria & Cantina,557,49.257466,-123.091136
St George & Broadway,The Cascade Room,568,49.261744,-123.100746
St George & Broadway,Matchstick Coffee,615,49.257296,-123.090229
St George & Broadway,Les Faux Bourgeois,625,49.257306,-123.089824
St George & Broadway,Cartems Donuterie,660,49.265642,-123.100591
St George & Broadway,Sal y Limon,662,49.256878,-123.08922
St George & Broadway,49th Parallel Coffee Roast,672,49.259164,-123.100851
St George & Broadway,Sing Sing Beer Bar,592,49.260652,-123.100815
St George & Broadway,Brassneck Brewery,667,49.265811,-123.100605
St George & Broadway,BKH Jerky,698,49.256333,-123.090147
St George & Broadway,Tisol,745,49.258788,-123.101792
St George & Broadway,Straight Outta Brooklyn NYC Pizzeria,699,49.256574,-123.089113
St George & Broadway,Kranky Cafe,728,49.267206,-123.09975
St George & Broadway,Brewery Creek Cold Beer & Wine Store,773,49.257934,-123.101476
St George & Broadway,Save-On-Foods,726,49.258763,-123.101465
St George & Broadway,Beta5 Chocolates,873,49.269893,-123.095842
St George & Broadway,Open Studios,855,49.268998,-123.098929
St George & Broadway,33 Acres Brewing Co,906,49.263877,-123.105307
St George & Broadway,Elysian Coffee,900,49.264531,-123.105038
St George & Broadway,Toshi Sushi,905,49.256698,-123.101858
St George & Broadway,Narrow Lounge,868,49.268334,-123.100495
St George & Broadway,Nuba Natural Foods,898,49.268077,-123.10169
St George & Broadway,Bells and Whistles,781,49.255678,-123.089524
St George & Broadway,R & B Brewing Inc,933,49.26727,-123.103568
St George & Broadway,33 Brewing Experiment,928,49.263903,-123.105634
St George & Broadway,Pure Bread,962,49.266631,-123.104568
St George & Broadway,The Pie Hole,963,49.25383,-123.09034
St George & Broadway,Anh and Chi,1003,49.255019,-123.100904
St George & Broadway,Fife Bakery,968,49.268088,-123.10307
St George & Broadway,Electric Bicycle Brewing,972,49.267115,-123.104285
St George & Broadway,Sushi Hil,963,49.255379,-123.101015
St George & Broadway,Chown Adult Day Centre,582,49.257126,-123.091999
St George & Broadway,Tina Cake Desserts,983,49.254719,-123.086117
St George & Broadway,Tacofino Ocho,948,49.266312,-123.104622
St George & Broadway,Pho Long Restaurant,850,49.254901,-123.090188
St George & Broadway,Sweet Salt Bakery Café,964,49.253845,-123.090179
St George & Broadway,M P Social House,761,49.25573,-123.090177
St George & Broadway,Harry's,801,49.259419,-123.082947
Britannia Parking Lot,East Vancouver Brewing Co,116,49.276863,-123.071283
Britannia Parking Lot,The Downlow Chicken Shack,160,49.276378,-123.069781
Britannia Parking Lot,The Lunch Lady,214,49.274972,-123.069257
Britannia Parking Lot,Biercraft,268,49.274082,-123.069911
Britannia Parking Lot,Sula Indian Restaurant,254,49.274442,-123.069131
Britannia Parking Lot,Grandview Park,291,49.273546,-123.070434
Britannia Parking Lot,Havana,299,49.273731,-123.069395
Britannia Parking Lot,Pepino's,337,49.278808,-123.070636
Britannia Parking Lot,Turk's on the Drive,329,49.273268,-123.069761
Britannia Parking Lot,Fujiya Japanese Foods,392,49.276572,-123.077019
Britannia Parking Lot,Caffe la Tana,337,49.278829,-123.070719
Britannia Parking Lot,Truck Stop Cafe,385,49.275141,-123.07706
Britannia Parking Lot,TimberTrain,471,49.279794,-123.074371
Britannia Parking Lot,Via Tevere Pizzeria,506,49.273873,-123.065512
Britannia Parking Lot,Earnest Ice Cream,470,49.27967,-123.074767
Britannia Parking Lot,Tandoori Palace,492,49.271667,-123.069788
Britannia Parking Lot,Ginger Sushi,492,49.271667,-123.069788
Britannia Parking Lot,Strange Fellows Brewing,560,49.272444,-123.077805
Britannia Parking Lot,Sopra Sotto,565,49.27109,-123.069252
Britannia Parking Lot,A. Bosa and Company Ltd. Import Euro,612,49.279449,-123.065416
Britannia Parking Lot,Superflux Beer Co,616,49.28014,-123.077322
Britannia Parking Lot,The Gourmet Warehouse,679,49.28102,-123.076179
Britannia Parking Lot,La Mezcaleria,664,49.270076,-123.06941
Britannia Parking Lot,Storm Brewing Ltd,690,49.28202,-123.070178
Britannia Parking Lot,La Casa Gelato,711,49.276991,-123.081598
Britannia Parking Lot,La Grotta Del Formaggio,799,49.268804,-123.06987
Britannia Parking Lot,Luppolo Brewing Co,651,49.276934,-123.080701
Britannia Parking Lot,Fratelli Bakery,793,49.268861,-123.069875
Britannia Parking Lot,Calabria Bar,788,49.268974,-123.069885
Britannia Parking Lot,Pallet Coffee Roasters,873,49.28179,-123.063911
Britannia Parking Lot,Andina Brewing Co,848,49.283433,-123.073625
Britannia Parking Lot,Powell Street Craft Brewery,868,49.283346,-123.075727
Britannia Parking Lot,North West Office Furniture Ltd,504,49.275404,-123.078786
Britannia Parking Lot,Kurve Studio Furniture,512,49.276105,-123.078927
Britannia Parking Lot,Odd Society Spirits,939,49.284213,-123.069634
Britannia Parking Lot,The Red Wagon,965,49.280968,-123.06107
Britannia Parking Lot,Prado Cafe,983,49.267213,-123.069492
Britannia Parking Lot,Anderson Mike Furniture,615,49.27574,-123.080356
Britannia Parking Lot,Freshpoint Vancouver Ltd,853,49.272889,-123.08271
Britannia Parking Lot,Danica Imports,886,49.272899,-123.083198
Britannia Parking Lot,Bynature Import Inc,676,49.276003,-123.08119
Morton & Denman,A-maze-ing Laughter,49,49.287891,-123.142143
Morton & Denman,Delany's Coffee House,124,49.288307,-123.140488
Morton & Denman,Cactus Club Cafe,149,49.28666,-123.14278
Morton & Denman,English Bay Beach,165,49.286311,-123.143487
Morton & Denman,Banana Leaf,147,49.288276,-123.139917
Morton & Denman,CRAFT Beer Market English Bay,155,49.286629,-123.14221
Morton & Denman,Eye Kandee Lingerie,273,49.286089,-123.139811
Morton & Denman,Brandon & Joanny's NOFRILLS Vancouver,228,49.28869059393502,-123.13914299011232
Morton & Denman,Red Umbrella Cafe,233,49.286418,-123.140245
Morton & Denman,Dollarama,240,49.288405,-123.138874
Morton & Denman,Peaked Pies,318,49.28964,-123.138493
Morton & Denman,Stanley Park English Bay Seawall,421,49.290133,-123.146728
Morton & Denman,The Inukshuk,425,49.284303,-123.143552
Morton & Denman,Joe's Grill,386,49.28981,-123.137615
Morton & Denman,Kingyo Izakaya 金魚居酒屋,463,49.290643,-123.136956
Morton & Denman,Cardero Bottega,485,49.287092,-123.135598
Morton & Denman,Blenz Coffee,418,49.290242,-123.137571
Morton & Denman,Ma Dang Goul,524,49.290927,-123.136088
Morton & Denman,Tavola,613,49.291843,-123.135761
Morton & Denman,Greenhorn Cafe,607,49.286624,-123.133935
Morton & Denman,Zakkushi Japanese Restaurant,567,49.291138,-123.136268
Morton & Denman,Aria Market,613,49.290288,-123.134411
Morton & Denman,Guu with Garlic,650,49.290278,-123.133923
Morton & Denman,Nero Belgian Waffle Bar,658,49.290654,-123.133874
Morton & Denman,Nook,636,49.29174,-123.135346
Morton & Denman,Stanley Park Pitch & Putt,633,49.29303,-123.146571
Morton & Denman,Chung Chun Rice Hotdog,641,49.291199,-123.134732
Morton & Denman,Hokkaido Ramen Santouka,668,49.290258,-123.13384
Morton & Denman,Marutama Ra-men,686,49.290515,-123.133538
Morton & Denman,Whole Foods,699,49.290103,-123.132772
Morton & Denman,Saku,724,49.291333,-123.134825
Morton & Denman,The Bubble Tea Shop,684,49.290062,-123.133499
Morton & Denman,Engagement Sculpture English Bay,642,49.282306,-123.140866
Morton & Denman,Pappa Roti,816,49.28892,-123.13113
Morton & Denman,Sura,775,49.288894,-123.131696
Morton & Denman,Spokes Bike Rentals,778,49.292254,-123.133849
Morton & Denman,Score on Davie,840,49.282285,-123.134538
Morton & Denman,Menya Itto,837,49.288683,-123.130623
Morton & Denman,Ramen Danbo - Robson,952,49.287499,-123.12898
Morton & Denman,Miko Sushi Japanese Restaurant,950,49.287422,-123.128893
Morton & Denman,Outdoor Movies by Fresh Air Cinemas,906,49.294718,-123.148906
Morton & Denman,Forage,955,49.286995,-123.129181
Morton & Denman,Lost Lagoon,862,49.295784,-123.140479
Morton & Denman,Stanley Park Vancouver,951,49.296571,-123.14298
Thornton & National,Beta5 Chocolates,489,49.269893,-123.095842
Thornton & National,Harvest Community Foods,587,49.27776,-123.098052
Thornton & National,Pizzeria Farina,613,49.276561,-123.10014
Thornton & National,Finch's Market,535,49.278582,-123.093335
Thornton & National,Bodega on Main,534,49.275439,-123.099639
Thornton & National,Starbucks,472,49.271053,-123.087585
Thornton & National,The Boxcar,619,49.276469,-123.100214
Thornton & National,Phnom Penh,660,49.278403,-123.098188
Thornton & National,The Tuck Shoppe,617,49.277791,-123.098623
Thornton & National,Oyster Express,701,49.279309,-123.097372
Thornton & National,Creekside Park,729,49.274585,-123.102893
Thornton & National,Matchstick Coffee Roasters,719,49.278692,-123.099348
Thornton & National,Treasure Green Tea Co,686,49.278656,-123.098534
Thornton & National,Nemesis Coffee,743,49.267091,-123.092602
Thornton & National,Seaside Seawall,833,49.272387,-123.104085
Thornton & National,Kissa Tanto,835,49.28055,-123.098127
Thornton & National,Bao Bei,853,49.279609,-123.100805
Thornton & National,Earnest Ice Cream,894,49.268876,-123.102894
Thornton & National,Keefer Bar,902,49.279619,-123.101293
Thornton & National,La Casa Gelato,882,49.276991,-123.081598
Thornton & National,Mello,865,49.280489,-123.098771
Thornton & National,Juke,838,49.279372,-123.100298
Thornton & National,Mountain Equipment Co-Op,840,49.269349,-123.102123
Thornton & National,Kranky Cafe,890,49.267206,-123.09975
Thornton & National,Chinatown BBQ,983,49.280546,-123.101453
Thornton & National,Les Amis du Fromage,955,49.281235,-123.086178
Thornton & National,Rickshaw Theatre,927,49.280972,-123.098488
Thornton & National,Dosanko,998,49.282756,-123.092067
Thornton & National,Cliffhanger Indoor Rock Climbing Centre Ltd,625,49.268413,-123.090119
Thornton & National,Equinox project space,630,49.268126,-123.09342
Thornton & National,Tap & Barrel,990,49.271827,-123.106065
Thornton & National,Home Services at The Home Depot,895,49.268801,-123.083662
Thornton & National,DiPerk Power Solutions,730,49.267398,-123.090276
Thornton & National,Cazba Food Truck,750,49.267177,-123.0905
Thornton & National,Electric Autosports,755,49.266987,-123.092188
Thornton & National,Oppenheimer Park,997,49.282721,-123.093931
Thornton & National,Presentation Framing,987,49.271595,-123.079518
Burrard & 14th,Williams-Sonoma,496,49.259655,-123.138928
Burrard & 14th,Small Victory,534,49.258291,-123.138568
Burrard & 14th,Stable House Bistro,475,49.259717,-123.139177
Burrard & 14th,Shoppers Drug Mart,460,49.263532,-123.144937
Burrard & 14th,Suika,537,49.263522,-123.141773
Burrard & 14th,Stanley Industrial Alliance Stage,569,49.261468,-123.138191
Burrard & 14th,Burrard St Liquor Store,558,49.264495,-123.145911
Burrard & 14th,Breakfast Table,516,49.263821,-123.138068
Burrard & 14th,Anthropologie,513,49.259609,-123.138519
Burrard & 14th,Bin 4 Burger Lounge,522,49.259007,-123.138549
Burrard & 14th,Pete's Meat Inc,568,49.260788,-123.153297
Burrard & 14th,Tisol Pet Nutrition & Supply Stores,568,49.261663,-123.152804
Burrard & 14th,Loblaws Inc,614,49.257554,-123.153669
Burrard & 14th,Pottery Barn,628,49.262472,-123.138439
Burrard & 14th,Indigo,655,49.263084,-123.138897
Burrard & 14th,Earls Restaurant,576,49.263893,-123.14148
Burrard & 14th,Granville Liquor Store Ltd,604,49.262075,-123.138405
Burrard & 14th,Tangram Creamery,601,49.261673,-123.153292
Burrard & 14th,Cactus Club Cafe West Broadway,629,49.263435,-123.139414
Burrard & 14th,Sweet Barrel Coffee Roasters and Creamery,595,49.261318,-123.153424
Burrard & 14th,Lin's Chinese Cuisine and Tea House,648,49.263764,-123.139847
Burrard & 14th,Napoletana Pizza,646,49.263038,-123.15276
Burrard & 14th,SushiVan,657,49.262961,-123.1384
Burrard & 14th,Trees Organic Coffee,633,49.262332,-123.153267
Burrard & 14th,Gyo Para Gyoza & Ramen Bar,720,49.263542,-123.153452
Burrard & 14th,Salade de Fruits Inc,777,49.265478,-123.139832
Burrard & 14th,Connaught Park,814,49.26226,-123.156099
Burrard & 14th,Novo Pizzeria & Wine Bar,791,49.266632,-123.145364
Burrard & 14th,Beaucoup Bakery & Cafe,850,49.266477,-123.140728
Burrard & 14th,Cineplex Cinemas,848,49.267007,-123.145315
Burrard & 14th,Beau Photo Supplies Inc,861,49.266034,-123.139393
Burrard & 14th,Farmer's Apprentice Restaurant,876,49.266297,-123.139334
Burrard & 14th,Eq3,820,49.265247,-123.138677
Burrard & 14th,Cheesecake Etc,928,49.266415,-123.138696
Burrard & 14th,Paul's Place Restaurant & Omelettery,884,49.265962,-123.138657
Burrard & 14th,Ramen Danbo,954,49.26831,-123.146319
Burrard & 14th,Arbutus Coffee,916,49.266276,-123.152632
Burrard & 14th,Rain or Shine Ice Cream,975,49.267929,-123.1488
Burrard & 14th,Fable,972,49.267954,-123.149127
Burrard & 14th,Grapes & Soda,880,49.266302,-123.139578
Burrard & 14th,Edible Flours,930,49.263706,-123.156791
Burrard & 14th,Romer's Burger Bar,975,49.268222,-123.147528
Burrard & 14th,True Value Hardware,571,49.258074,-123.153308
Burrard & 14th,Maenam,977,49.267913,-123.148961
Burrard & 14th,Wild Birds Unlimited Inc,955,49.263357,-123.133974
Burrard & 14th,Rid-Of-It Vancouver Junk Removal,577,49.258095,-123.153391
Burrard & 14th,London Drugs,899,49.263691,-123.15606
Burrard & 14th,Long & McQuade,592,49.257719,-123.153439
Burrard & 14th,Heart Attack & Vine,999,49.264154,-123.157478
Burrard & 14th,Patagonia,976,49.26782,-123.149926
Olympic Village Station,Caffe Cittadella,191,49.26473,-123.116978
Olympic Village Station,Whole Foods,260,49.263957,-123.115209
Olympic Village Station,Solly's Bagelry,294,49.264703,-123.112191
Olympic Village Station,Marulilu Cafe,358,49.263328,-123.11402
Olympic Village Station,Elysian Coffee Broadway,362,49.263077,-123.117243
Olympic Village Station,Rogue Kitchen & Wetbar,379,49.263123,-123.117652
Olympic Village Station,La Taqueria Pinche Taco Shop,387,49.263637,-123.112586
Olympic Village Station,Winona Park,420,49.263009,-123.113182
Olympic Village Station,Dynasty Seafood Restaurant 皇朝海鮮酒家,479,49.263675,-123.12143
Olympic Village Station,Milano Coffee,593,49.263724,-123.108701
Olympic Village Station,Charleson Park,631,49.266831,-123.124538
Olympic Village Station,Nook,604,49.269521,-123.109276
Olympic Village Station,Jonathan Rogers Park,629,49.264274,-123.108018
Olympic Village Station,Banana Leaf,580,49.263207,-123.122445
Olympic Village Station,JJ Bean Coffee Roasters,656,49.270118,-123.109002
Olympic Village Station,Modus Coffee,727,49.263182,-123.107195
Olympic Village Station,Hinge Park,666,49.270777,-123.109869
Olympic Village Station,Tony's Coffee,532,49.263613,-123.122074
Olympic Village Station,The Juice Truck,766,49.266348,-123.105436
Olympic Village Station,Donair Spot,563,49.263181,-123.122118
Olympic Village Station,Gyu-Kaku BBQ,764,49.263202,-123.125769
Olympic Village Station,Marinaside Seawall,779,49.272998,-123.119468
Olympic Village Station,33 Acres Brewing Co,821,49.263877,-123.105307
Olympic Village Station,Elysian Coffee,822,49.264531,-123.105038
Olympic Village Station,Cooper's Park,820,49.273486,-123.114075
Olympic Village Station,33 Brewing Experiment,798,49.263903,-123.105634
Olympic Village Station,Pure Bread,830,49.266631,-123.104568
Olympic Village Station,Indian Roti Kitchen,816,49.258983,-123.115272
Olympic Village Station,Legacy Liquor Store,860,49.271225,-123.106987
Olympic Village Station,Deja Brew,728,49.263603,-123.125155
Olympic Village Station,Shoppers Drug Mart,635,49.263572,-123.123692
Olympic Village Station,CRAFT Beer Market Vancouver,850,49.270591,-123.106447
Olympic Village Station,David Lam Park,889,49.27233,-123.124359
Olympic Village Station,Terra Breads,890,49.271451,-123.107006
Olympic Village Station,Electric Bicycle Brewing,854,49.267115,-123.104285
Olympic Village Station,Faculty Brewing Co,874,49.268552,-123.104488
Olympic Village Station,Firefly Fine Wines and Ales,721,49.259833,-123.115344
Olympic Village Station,R & B Brewing Inc,921,49.26727,-123.103568
Olympic Village Station,Gusto a Taste of Italy,923,49.271332,-123.105861
Olympic Village Station,Passion8 Dessert Cafe,887,49.25837,-123.114814
Olympic Village Station,Urban Fare,873,49.273601,-123.12033
Olympic Village Station,Vij's,978,49.257484,-123.11482
Olympic Village Station,La Terrazza,969,49.274887,-123.118818
Olympic Village Station,Fife Bakery,958,49.268088,-123.10307
Olympic Village Station,Earnest Ice Cream,1015,49.268876,-123.102894
Olympic Village Station,The Firewood Cafe,861,49.258597,-123.114833
Olympic Village Station,Giant Sparrows,889,49.271307,-123.106426
Olympic Village Station,Tropika Malaysian & Thai Cuisine 星馬印,834,49.25887,-123.115262
Olympic Village Station,A Taste of Vietnam,864,49.263284,-123.126993
Olympic Village Station,Broadway Camera,915,49.263568,-123.127909
8th & Macdonald,Olive and Ruby Cafe,116,49.26427,-123.169326
8th & Macdonald,Sunshine Diner,209,49.264168,-123.165344
8th & Macdonald,Tera V Burger,269,49.264357,-123.171685
8th & Macdonald,Thomas Haas Patisserie,364,49.264143,-123.163234
8th & Macdonald,Linh Cafe,364,49.268162,-123.168931
8th & Macdonald,Chewie's Biscuit Co,358,49.268121,-123.168765
8th & Macdonald,Parthenon Supermarket,407,49.264037,-123.173523
8th & Macdonald,The Naam Restaurant,381,49.268235,-123.166991
8th & Macdonald,The Only Cafe,396,49.268111,-123.165602
8th & Macdonald,Cafe Lokal,426,49.268153,-123.164876
8th & Macdonald,Kidsbooks,414,49.264305,-123.173708
8th & Macdonald,Nick Sushi,447,49.268558,-123.170749
8th & Macdonald,Kitsilano Farmers Market,547,49.262547,-123.161719
8th & Macdonald,East Is East,628,49.264423,-123.176637
8th & Macdonald,Terra Breads,723,49.268113,-123.159358
8th & Macdonald,Raisu,790,49.268036,-123.158378
8th & Macdonald,Kitsilano Dental Group,409,49.268513,-123.166772
8th & Macdonald,Heart Attack & Vine,772,49.264154,-123.157478
8th & Macdonald,Volunteer Park,725,49.271394,-123.169452
8th & Macdonald,Maria's Taverna,800,49.268087,-123.158139
8th & Macdonald,Sweet Obsession,821,49.257795,-123.165122
8th & Macdonald,Green Leaf Sushi,876,49.264138,-123.18018
8th & Macdonald,Platform 7 Coffee,752,49.263747,-123.157848
8th & Macdonald,Market Meats Kitsilano,805,49.268066,-123.158057
8th & Macdonald,Edible Flours,828,49.263706,-123.156791
8th & Macdonald,Au Comptoir,875,49.268082,-123.157004
8th & Macdonald,Connaught Park,917,49.26226,-123.156099
8th & Macdonald,Whole Foods,880,49.268478,-123.157038
8th & Macdonald,O5 Tea Co,972,49.268051,-123.155541
8th & Macdonald,London Drugs,865,49.263691,-123.15606
8th & Macdonald,Delara,896,49.268056,-123.156677
8th & Macdonald,Jackson's Meat & Deli,965,49.268015,-123.155619
8th & Macdonald,Margaret Pigott Park,786,49.271992,-123.167395
8th & Macdonald,O Mio Gelato,842,49.257707,-123.164547
8th & Macdonald,Point Grey Park Site at Stephens Street,880,49.272713,-123.165835
8th & Macdonald,Chapel of the Epiphany,931,49.259918,-123.178357
8th & Macdonald,Skin Health Kitsilano,982,49.273773,-123.167872
30th & Ontario,Vancouver Winter Farmers Market,47,49.243155,-123.105815
30th & Ontario,Rogers Field at Nat Bailey Stadium,83,49.242702,-123.106668
30th & Ontario,Riley Park,159,49.241944,-123.104739
30th & Ontario,Pho Tan Vietnamese Restaurant,274,49.243467,-123.101057
30th & Ontario,Matchstick Coffee Roasters,277,49.241902,-123.101897
30th & Ontario,East is East,352,49.245625,-123.101484
30th & Ontario,Long's Noodle House,341,49.241294,-123.101683
30th & Ontario,Autostrada Osteria,293,49.241804,-123.101726
30th & Ontario,The Shameful Tiki Room,414,49.246181,-123.101044
30th & Ontario,Red Cat Records,436,49.246351,-123.101059
30th & Ontario,Meet on Main,468,49.246727,-123.10101
30th & Ontario,Pho Bon Vietnamese Restaurant,407,49.240372,-123.101767
30th & Ontario,Sawasdee Thai Restaurant,498,49.247047,-123.100956
30th & Ontario,Seasons in the Park,535,49.241967,-123.111957
30th & Ontario,Rocky Mountain Flatbread Co,574,49.247742,-123.100853
30th & Ontario,Queen Elizabeth Park,640,49.241325,-123.11111
30th & Ontario,Hawkers Delight Deli,619,49.248411,-123.101315
30th & Ontario,Queen Elizabeth Botanical Gardens,639,49.242081,-123.113751
30th & Ontario,Bloedel Floral Conservatory,651,49.242137,-123.113756
30th & Ontario,Distance Runwear,318,49.242035,-123.101097
30th & Ontario,Zakkushi Charcoal Grill,689,49.249014,-123.101285
30th & Ontario,The Acorn,730,49.249622,-123.101499
30th & Ontario,Le Marché St. George,819,49.245736,-123.094357
30th & Ontario,Queen Elizabeth Park Offleash Dog Park,704,49.238397,-123.110761
30th & Ontario,Queen Elizabeth Park Fountains,654,49.241478,-123.113781
30th & Ontario,Queen Elizabeth Disc Golf,456,49.239379,-123.106466
30th & Ontario,Sushi Mania,848,49.250616,-123.101259
30th & Ontario,The Fish Counter,869,49.250765,-123.101191
30th & Ontario,The Soap Dispensary,975,49.251718,-123.100785
30th & Ontario,Front and Co,942,49.251378,-123.100756
30th & Ontario,Liberty Bakery,989,49.251934,-123.101209
30th & Ontario,Caffè Artigiano,717,49.24923,-123.100817
30th & Ontario,Queen Elizabeth Park Rose Garden,678,49.239742,-123.112822
30th & Ontario,Community Spiritualist Church,679,49.2467,-123.097115
30th & Ontario,Celebration Pavilion,693,49.241143,-123.113995
30th & Ontario,Mid-Main Dental Community Health Centre,745,49.249493,-123.100758
30th & Ontario,Immanuel Baptist Church,964,49.234768,-123.103317
Lakewood & Triumph,Far Out Coffee Post,163,49.284964,-123.059959
Lakewood & Triumph,Parallel 49 Brewing Co,199,49.283798,-123.064405
Lakewood & Triumph,Pallet Coffee Roasters,293,49.28179,-123.063911
Lakewood & Triumph,Pandora Park,295,49.282441,-123.058285
Lakewood & Triumph,The Red Wagon,335,49.280968,-123.06107
Lakewood & Triumph,Platform 7 Coffee,425,49.281271,-123.057375
Lakewood & Triumph,Tacofino Commissary,421,49.281292,-123.057458
Lakewood & Triumph,Donald's Market,451,49.281003,-123.05719
Lakewood & Triumph,Roundel Cafe,545,49.281301,-123.055268
Lakewood & Triumph,A. Bosa and Company Ltd. Import Euro,572,49.279449,-123.065416
Lakewood & Triumph,Odd Society Spirits,581,49.284213,-123.069634
Lakewood & Triumph,Storm Brewing Ltd,654,49.28202,-123.070178
Lakewood & Triumph,Bai Bua Thai Cuisine,523,49.281291,-123.055672
Lakewood & Triumph,Tamam Fine Palestinian Cuisine,804,49.280974,-123.051507
Lakewood & Triumph,Le Pho,602,49.2813,-123.054375
Lakewood & Triumph,Pepino's,869,49.278808,-123.070636
Lakewood & Triumph,Laksa King,676,49.281016,-123.053458
Lakewood & Triumph,The Brighton,568,49.281367,-123.054867
Lakewood & Triumph,Andina Brewing Co,872,49.283433,-123.073625
Lakewood & Triumph,Tentatsu,518,49.280992,-123.055809
Lakewood & Triumph,Wise Club,804,49.277354,-123.066132
Lakewood & Triumph,Curry Zone,881,49.281302,-123.050155
Lakewood & Triumph,Caffe la Tana,872,49.278829,-123.070719
Lakewood & Triumph,Got Craft,598,49.278673,-123.060076
Lakewood & Triumph,Bao Chau Vietnamese Restaurant,965,49.281276,-123.048936
Lakewood & Triumph,Templeton Secondary School,652,49.278123,-123.06076
Lakewood & Triumph,Pacific Youth & Family Services Society,662,49.279227,-123.056066
Lakewood & Triumph,Vancouver Public Library,901,49.280998,-123.050048
Lakewood & Triumph,James on Hastings Chinese Restaurant,887,49.281431,-123.050004
Lakewood & Triumph,Infinity Printing,691,49.281011,-123.053214
Lakewood & Triumph,The Found & the Freed,694,49.278223,-123.065394
Lakewood & Triumph,Winter Farmers Market,769,49.277632,-123.065912
Lakewood & Triumph,Detailed by Diddy,801,49.276863,-123.063494
Lakewood & Triumph,Ergo Solve,915,49.287944,-123.050554
Lakewood & Triumph,Portside View Park,955,49.291334,-123.054817
13th & Cambie,Indian Roti Kitchen,75,49.258983,-123.115272
13th & Cambie,Passion8 Dessert Cafe,134,49.25837,-123.114814
13th & Cambie,Vij's,229,49.257484,-123.11482
